"orderNo";"customerNo";"dateCreated";"dateRequested";"dateFulfilled"
893;7;"2014-06-19 23:59:07";"2014-06-24 23:59:07";"2014-06-22 23:59:07"
894;5;"2014-06-20 12:54:25";"2014-07-02 12:54:25";"2014-06-30 12:54:25"
895;26;"2014-06-21 04:45:43";"2014-06-27 04:45:43";"2014-06-25 04:45:43"
896;38;"2014-06-25 11:06:22";"2014-07-03 11:06:22";"2014-07-01 11:06:22"
897;20;"2014-06-26 09:11:11";"2014-07-07 09:11:11";"2014-07-04 09:11:11"
898;94;"2014-06-28 19:45:28";"2014-07-10 19:45:28";"2014-07-07 19:45:28"
899;104;"2014-06-30 01:29:11";"2014-07-07 01:29:11";"2014-07-05 01:29:11"
900;98;"2014-06-30 19:20:33";"2014-07-10 19:20:33";"2014-07-07 19:20:33"
901;58;"2014-07-01 09:00:19";"2014-07-10 09:00:19";"2014-07-07 09:00:19"
902;79;"2014-07-03 12:33:44";"2014-07-09 12:33:44";"2014-07-07 12:33:44"
903;62;"2014-07-04 20:22:13";"2014-07-09 20:22:13";"2014-07-07 20:22:13"
904;79;"2014-07-05 06:37:21";"2014-07-17 06:37:21";"2014-07-15 06:37:21"
905;46;"2014-07-05 12:26:07";"2014-07-15 12:26:07";"2014-07-13 12:26:07"
906;14;"2014-07-11 01:13:56";"2014-07-18 01:13:56";"2014-07-16 01:13:56"
907;14;"2014-07-12 15:42:33";"2014-07-22 15:42:33";"2014-07-19 15:42:33"
908;78;"2014-07-15 00:23:57";"2014-07-25 00:23:57";"2014-07-23 00:23:57"
909;39;"2014-07-18 04:15:09";"2014-07-23 04:15:09";"2014-07-21 04:15:09"
910;69;"2014-07-19 10:41:30";"2014-07-26 10:41:30";"2014-07-24 10:41:30"
911;79;"2014-07-24 16:32:58";"2014-08-04 16:32:58";"2014-08-01 16:32:58"
912;29;"2014-07-26 16:56:58";"2014-08-01 16:56:58";"2014-07-29 16:56:58"
913;52;"2014-07-27 21:28:31";"2014-08-02 21:28:31";"2014-07-31 21:28:31"
914;61;"2014-07-30 04:24:39";"2014-08-11 04:24:39";"2014-08-09 04:24:39"
915;85;"2014-07-30 20:43:57";"2014-08-08 20:43:57";"2014-08-05 20:43:57"
916;32;"2014-07-31 09:21:03";"2014-08-08 09:21:03";"2014-08-06 09:21:03"
917;68;"2014-07-31 16:01:40";"2014-08-05 16:01:40";"2014-08-03 16:01:40"
918;12;"2014-08-05 09:06:03";"2014-08-13 09:06:03";"2014-08-10 09:06:03"
919;66;"2014-08-05 22:44:53";"2014-08-16 22:44:53";"2014-08-13 22:44:53"
920;61;"2014-08-07 19:41:18";"2014-08-14 19:41:18";"2014-08-11 19:41:18"
921;32;"2014-08-08 04:18:31";"2014-08-20 04:18:31";"2014-08-17 04:18:31"
922;24;"2014-08-10 03:53:37";"2014-08-19 03:53:37";"2014-08-16 03:53:37"
923;90;"2014-08-10 20:46:10";"2014-08-21 20:46:10";"2014-08-19 20:46:10"
924;9;"2014-08-11 05:10:04";"2014-08-21 05:10:04";"2014-08-18 05:10:04"
925;60;"2014-08-11 07:35:21";"2014-08-17 07:35:21";"2014-08-14 07:35:21"
926;42;"2014-08-13 11:58:41";"2014-08-18 11:58:41";"2014-08-16 11:58:41"
927;97;"2014-08-17 20:16:59";"2014-08-24 20:16:59";"2014-08-21 20:16:59"
928;32;"2014-08-18 06:11:52";"2014-08-27 06:11:52";"2014-08-25 06:11:52"
929;47;"2014-08-20 20:19:17";"2014-08-26 20:19:17";"2014-08-23 20:19:17"
930;95;"2014-08-26 22:03:05";"2014-09-05 22:03:05";"2014-09-03 22:03:05"
931;95;"2014-08-27 06:59:32";"2014-09-05 06:59:32";"2014-09-03 06:59:32"
932;90;"2014-08-28 03:31:01";"2014-09-09 03:31:01";"2014-09-07 03:31:01"
933;68;"2014-08-29 04:24:41";"2014-09-05 04:24:41";"2014-09-03 04:24:41"
934;105;"2014-08-29 23:11:11";"2014-09-08 23:11:11";"2014-09-06 23:11:11"
935;12;"2014-08-31 00:39:00";"2014-09-06 00:39:00";"2014-09-04 00:39:00"
936;69;"2014-08-31 03:34:45";"2014-09-09 03:34:45";"2014-09-06 03:34:45"
937;10;"2014-08-31 22:06:13";"2014-09-11 22:06:13";"2014-09-09 22:06:13"
938;66;"2014-09-01 20:44:30";"2014-09-12 20:44:30";"2014-09-10 20:44:30"
939;77;"2014-09-03 13:30:31";"2014-09-12 13:30:31";"2014-09-10 13:30:31"
940;46;"2014-09-06 09:16:52";"2014-09-17 09:16:52";"2014-09-15 09:16:52"
941;93;"2014-09-06 12:40:18";"2014-09-17 12:40:18";"2014-09-14 12:40:18"
942;35;"2014-09-09 10:04:51";"2014-09-22 10:04:51";"2014-09-19 10:04:51"
943;11;"2014-09-10 08:02:02";"2014-09-20 08:02:02";"2014-09-18 08:02:02"
944;49;"2014-09-10 08:35:26";"2014-09-16 08:35:26";"2014-09-14 08:35:26"
945;77;"2014-09-12 12:28:21";"2014-09-21 12:28:21";"2014-09-18 12:28:21"
946;49;"2014-09-16 18:41:40";"2014-09-27 18:41:40";"2014-09-25 18:41:40"
947;55;"2014-09-21 10:33:14";"2014-10-03 10:33:14";"2014-09-30 10:33:14"
948;23;"2014-09-22 19:08:48";"2014-09-30 19:08:48";"2014-09-28 19:08:48"
949;50;"2014-09-23 20:21:23";"2014-10-05 20:21:23";"2014-10-03 20:21:23"
950;40;"2014-09-24 06:24:37";"2014-10-06 06:24:37";"2014-10-04 06:24:37"
951;38;"2014-09-26 09:59:47";"2014-10-08 09:59:47";"2014-10-05 09:59:47"
952;22;"2014-09-29 21:51:57";"2014-10-11 21:51:57";"2014-10-09 21:51:57"
953;28;"2014-09-30 20:57:30";"2014-10-10 20:57:30";"2014-10-08 20:57:30"
954;28;"2014-09-30 23:04:23";"2014-10-09 23:04:23";"2014-10-06 23:04:23"
955;48;"2014-10-02 08:07:09";"2014-10-07 08:07:09";"2014-10-05 08:07:09"
956;48;"2014-10-03 21:22:38";"2014-10-14 21:22:38";"2014-10-11 21:22:38"
957;35;"2014-10-08 09:51:59";"2014-10-19 09:51:59";"2014-10-17 09:51:59"
958;1;"2014-10-10 06:46:37";"2014-10-22 06:46:37";"2014-10-20 06:46:37"
959;2;"2014-10-12 18:06:14";"2014-10-19 18:06:14";"2014-10-17 18:06:14"
960;50;"2014-10-15 18:31:08";"2014-10-27 18:31:08";"2014-10-24 18:31:08"
961;7;"2014-10-22 18:04:58";"2014-11-02 18:04:58";"2014-10-31 18:04:58"
962;46;"2014-10-23 02:50:06";"2014-11-04 02:50:06";"2014-11-01 02:50:06"
963;82;"2014-10-27 06:10:19";"2014-11-08 06:10:19";"2014-11-06 06:10:19"
964;32;"2014-10-28 11:14:01";"2014-11-10 11:14:01";"2014-11-07 11:14:01"
965;25;"2014-10-29 05:01:04";"2014-11-07 05:01:04";"2014-11-05 05:01:04"
966;98;"2014-10-30 15:55:37";"2014-11-11 15:55:37";"2014-11-08 15:55:37"
967;66;"2014-10-31 13:54:53";"2014-11-11 13:54:53";"2014-11-08 13:54:53"
968;98;"2014-11-01 02:52:11";"2014-11-12 02:52:11";"2014-11-09 02:52:11"
969;5;"2014-11-01 18:36:32";"2014-11-10 18:36:32";"2014-11-07 18:36:32"
970;45;"2014-11-03 14:40:05";"2014-11-12 14:40:05";"2014-11-10 14:40:05"
971;81;"2014-11-03 21:42:04";"2014-11-14 21:42:04";"2014-11-11 21:42:04"
972;38;"2014-11-07 02:31:22";"2014-11-15 02:31:22";"2014-11-12 02:31:22"
973;1;"2014-11-07 19:49:08";"2014-11-12 19:49:08";"2014-11-10 19:49:08"
974;21;"2014-11-08 15:14:53";"2014-11-19 15:14:53";"2014-11-17 15:14:53"
975;20;"2014-11-08 18:41:55";"2014-11-14 18:41:55";"2014-11-11 18:41:55"
976;38;"2014-11-10 05:09:33";"2014-11-23 05:09:33";"2014-11-20 05:09:33"
977;2;"2014-11-11 21:31:32";"2014-11-16 21:31:32";"2014-11-14 21:31:32"
978;24;"2014-11-12 12:15:03";"2014-11-18 12:15:03";"2014-11-16 12:15:03"
979;97;"2014-11-12 23:27:37";"2014-11-22 23:27:37";"2014-11-19 23:27:37"
980;66;"2014-11-13 21:59:35";"2014-11-21 21:59:35";"2014-11-18 21:59:35"
981;37;"2014-11-14 21:16:42";"2014-11-22 21:16:42";"2014-11-20 21:16:42"
982;102;"2014-11-15 18:54:31";"2014-11-22 18:54:31";"2014-11-19 18:54:31"
983;50;"2014-11-16 18:21:07";"2014-11-23 18:21:07";"2014-11-20 18:21:07"
984;73;"2014-11-19 04:26:15";"2014-11-24 04:26:15";"2014-11-22 04:26:15"
985;90;"2014-11-19 22:05:56";"2014-11-26 22:05:56";"2014-11-23 22:05:56"
986;8;"2014-11-19 23:49:20";"2014-11-28 23:49:20";"2014-11-25 23:49:20"
987;83;"2014-11-20 07:59:50";"2014-11-28 07:59:50";"2014-11-25 07:59:50"
988;61;"2014-11-20 21:42:07";"2014-11-26 21:42:07";"2014-11-23 21:42:07"
989;30;"2014-11-26 11:32:22";"2014-12-08 11:32:22";"2014-12-06 11:32:22"
990;8;"2014-11-27 08:22:01";"2014-12-03 08:22:01";"2014-11-30 08:22:01"
991;22;"2014-11-29 02:42:15";"2014-12-04 02:42:15";"2014-12-02 02:42:15"
992;102;"2014-11-29 03:11:32";"2014-12-08 03:11:32";"2014-12-05 03:11:32"
993;78;"2014-12-04 00:21:22";"2014-12-13 00:21:22";"2014-12-10 00:21:22"
994;58;"2014-12-05 01:38:56";"2014-12-17 01:38:56";"2014-12-14 01:38:56"
995;49;"2014-12-13 08:15:23";"2014-12-22 08:15:23";"2014-12-20 08:15:23"
996;91;"2014-12-14 11:58:45";"2014-12-26 11:58:45";"2014-12-23 11:58:45"
997;40;"2014-12-15 06:05:01";"2014-12-24 06:05:01";"2014-12-22 06:05:01"
998;79;"2014-12-16 02:08:41";"2014-12-24 02:08:41";"2014-12-22 02:08:41"
999;82;"2014-12-18 14:23:59";"2014-12-28 14:23:59";"2014-12-25 14:23:59"
1000;61;"2014-12-21 08:12:59";"2014-12-30 08:12:59";"2014-12-27 08:12:59"
1001;67;"2014-12-22 16:50:00";"2014-12-31 16:50:00";"2014-12-28 16:50:00"
1002;30;"2014-12-23 03:47:19";"2015-01-01 03:47:19";"2014-12-29 03:47:19"
1003;101;"2014-12-24 21:40:03";"2015-01-05 21:40:03";"2015-01-02 21:40:03"
1004;60;"2014-12-25 02:32:51";"2015-01-06 02:32:51";"2015-01-03 02:32:51"
1005;93;"2014-12-25 23:37:59";"2015-01-05 23:37:59";"2015-01-03 23:37:59"
1006;82;"2014-12-27 21:29:18";"2015-01-06 21:29:18";"2015-01-03 21:29:18"
1007;79;"2014-12-30 15:39:42";"2015-01-09 15:39:42";"2015-01-07 15:39:42"
1008;63;"2015-01-01 01:26:10";"2015-01-10 01:26:10";"2015-01-08 01:26:10"
1009;69;"2015-01-03 15:29:30";"2015-01-09 15:29:30";"2015-01-07 15:29:30"
1010;15;"2015-01-04 04:04:59";"2015-01-14 04:04:59";"2015-01-11 04:04:59"
1011;58;"2015-01-05 14:07:03";"2015-01-14 14:07:03";"2015-01-12 14:07:03"
1012;23;"2015-01-06 15:31:55";"2015-01-18 15:31:55";"2015-01-16 15:31:55"
1013;100;"2015-01-07 15:02:15";"2015-01-12 15:02:15";"2015-01-10 15:02:15"
1014;78;"2015-01-08 00:17:56";"2015-01-15 00:17:56";"2015-01-13 00:17:56"
1015;48;"2015-01-08 10:00:48";"2015-01-17 10:00:48";"2015-01-15 10:00:48"
1016;1;"2015-01-11 07:02:02";"2015-01-17 07:02:02";"2015-01-14 07:02:02"
1017;65;"2015-01-12 12:41:40";"2015-01-20 12:41:40";"2015-01-17 12:41:40"
1018;66;"2015-01-13 07:54:03";"2015-01-23 07:54:03";"2015-01-21 07:54:03"
1019;74;"2015-01-13 14:45:08";"2015-01-21 14:45:08";"2015-01-18 14:45:08"
1020;72;"2015-01-16 14:11:36";"2015-01-22 14:11:36";"2015-01-19 14:11:36"
1021;65;"2015-01-17 08:09:09";"2015-01-27 08:09:09";"2015-01-25 08:09:09"
1022;78;"2015-01-18 08:50:14";"2015-01-30 08:50:14";"2015-01-28 08:50:14"
1023;55;"2015-01-20 06:20:47";"2015-01-28 06:20:47";"2015-01-25 06:20:47"
1024;52;"2015-01-20 08:08:03";"2015-02-01 08:08:03";"2015-01-30 08:08:03"
1025;101;"2015-01-21 03:41:39";"2015-02-02 03:41:39";"2015-01-30 03:41:39"
1026;93;"2015-01-21 19:17:01";"2015-01-28 19:17:01";"2015-01-25 19:17:01"
1027;90;"2015-01-23 13:40:30";"2015-01-28 13:40:30";"2015-01-26 13:40:30"
1028;68;"2015-01-29 12:49:50";"2015-02-06 12:49:50";"2015-02-04 12:49:50"
1029;41;"2015-01-31 06:22:46";"2015-02-10 06:22:46";"2015-02-08 06:22:46"
1030;28;"2015-01-31 17:21:31";"2015-02-08 17:21:31";"2015-02-05 17:21:31"
1031;60;"2015-02-02 02:54:46";"2015-02-15 02:54:46";"2015-02-12 02:54:46"
1032;9;"2015-02-03 03:26:30";"2015-02-16 03:26:30";"2015-02-13 03:26:30"
1033;102;"2015-02-09 22:24:38";"2015-02-16 22:24:38";"2015-02-13 22:24:38"
1034;86;"2015-02-10 08:48:11";"2015-02-18 08:48:11";"2015-02-16 08:48:11"
1035;47;"2015-02-10 09:21:54";"2015-02-18 09:21:54";"2015-02-16 09:21:54"
1036;87;"2015-02-11 14:07:54";"2015-02-23 14:07:54";"2015-02-20 14:07:54"
1037;59;"2015-02-12 15:16:07";"2015-02-25 15:16:07";"2015-02-22 15:16:07"
1038;96;"2015-02-13 06:08:42";"2015-02-18 06:08:42";"2015-02-16 06:08:42"
1039;106;"2015-02-13 09:43:10";"2015-02-22 09:43:10";"2015-02-20 09:43:10"
1040;79;"2015-02-14 00:14:29";"2015-02-24 00:14:29";"2015-02-22 00:14:29"
1041;73;"2015-02-15 16:17:34";"2015-02-27 16:17:34";"2015-02-25 16:17:34"
1042;46;"2015-02-19 01:36:21";"2015-03-04 01:36:21";"2015-03-01 01:36:21"
1043;46;"2015-02-19 09:53:57";"2015-03-03 09:53:57";"2015-03-01 09:53:57"
1044;60;"2015-02-20 09:57:13";"2015-02-28 09:57:13";"2015-02-26 09:57:13"
1045;2;"2015-02-20 18:07:45";"2015-03-02 18:07:45";"2015-02-28 18:07:45"
1046;103;"2015-02-24 18:48:05";"2015-03-04 18:48:05";"2015-03-02 18:48:05"
1047;37;"2015-02-25 04:16:41";"2015-03-07 04:16:41";"2015-03-04 04:16:41"
1048;54;"2015-02-25 16:36:42";"2015-03-09 16:36:42";"2015-03-07 16:36:42"
1049;89;"2015-02-28 00:02:42";"2015-03-05 00:02:42";"2015-03-03 00:02:42"
1050;106;"2015-02-28 04:01:00";"2015-03-12 04:01:00";"2015-03-09 04:01:00"
1051;90;"2015-03-01 15:19:16";"2015-03-14 15:19:16";"2015-03-11 15:19:16"
1052;74;"2015-03-04 10:32:46";"2015-03-15 10:32:46";"2015-03-12 10:32:46"
1053;33;"2015-03-04 14:07:23";"2015-03-14 14:07:23";"2015-03-11 14:07:23"
1054;95;"2015-03-06 01:08:38";"2015-03-16 01:08:38";"2015-03-14 01:08:38"
1055;46;"2015-03-06 03:03:32";"2015-03-14 03:03:32";"2015-03-12 03:03:32"
1056;81;"2015-03-06 14:00:27";"2015-03-17 14:00:27";"2015-03-14 14:00:27"
1057;106;"2015-03-06 18:21:55";"2015-03-16 18:21:55";"2015-03-14 18:21:55"
1058;56;"2015-03-08 12:59:21";"2015-03-15 12:59:21";"2015-03-13 12:59:21"
1059;84;"2015-03-08 17:01:08";"2015-03-15 17:01:08";"2015-03-13 17:01:08"
1060;99;"2015-03-09 06:21:12";"2015-03-19 06:21:12";"2015-03-16 06:21:12"
1061;19;"2015-03-09 19:52:51";"2015-03-15 19:52:51";"2015-03-13 19:52:51"
1062;15;"2015-03-10 10:00:50";"2015-03-22 10:00:50";"2015-03-19 10:00:50"
1063;99;"2015-03-10 15:44:55";"2015-03-18 15:44:55";"2015-03-15 15:44:55"
1064;4;"2015-03-11 11:02:47";"2015-03-18 11:02:47";"2015-03-15 11:02:47"
1065;38;"2015-03-11 22:56:14";"2015-03-21 22:56:14";"2015-03-18 22:56:14"
1066;96;"2015-03-12 23:17:45";"2015-03-18 23:17:45";"2015-03-15 23:17:45"
1067;104;"2015-03-20 20:55:08";"2015-03-25 20:55:08";"2015-03-23 20:55:08"
1068;17;"2015-03-26 12:21:19";"2015-04-05 12:21:19";"2015-04-03 12:21:19"
1069;64;"2015-03-30 20:45:59";"2015-04-08 20:45:59";"2015-04-05 20:45:59"
1070;82;"2015-03-31 15:48:25";"2015-04-10 15:48:25";"2015-04-08 15:48:25"
1071;25;"2015-04-01 00:06:56";"2015-04-11 00:06:56";"2015-04-08 00:06:56"
1072;30;"2015-04-06 07:32:41";"2015-04-14 07:32:41";"2015-04-12 07:32:41"
1073;89;"2015-04-10 02:05:11";"2015-04-18 02:05:11";"2015-04-15 02:05:11"
1074;100;"2015-04-11 02:52:37";"2015-04-21 02:52:37";"2015-04-18 02:52:37"
1075;78;"2015-04-11 09:09:28";"2015-04-19 09:09:28";"2015-04-16 09:09:28"
1076;103;"2015-04-11 23:51:14";"2015-04-17 23:51:14";"2015-04-14 23:51:14"
1077;53;"2015-04-17 15:01:49";"2015-04-26 15:01:49";"2015-04-24 15:01:49"
1078;73;"2015-04-19 01:56:54";"2015-04-28 01:56:54";"2015-04-26 01:56:54"
1079;36;"2015-05-03 10:59:53";"2015-05-16 10:59:53";"2015-05-13 10:59:53"
1080;79;"2015-05-03 20:35:58";"2015-05-13 20:35:58";"2015-05-10 20:35:58"
1081;97;"2015-05-04 11:49:45";"2015-05-14 11:49:45";"2015-05-12 11:49:45"
1082;39;"2015-05-04 12:04:20";"2015-05-15 12:04:20";"2015-05-12 12:04:20"
1083;37;"2015-05-08 10:57:36";"2015-05-18 10:57:36";"2015-05-15 10:57:36"
1084;106;"2015-05-10 21:52:59";"2015-05-21 21:52:59";"2015-05-19 21:52:59"
1085;82;"2015-05-13 01:39:49";"2015-05-25 01:39:49";"2015-05-23 01:39:49"
1086;16;"2015-05-15 02:46:17";"2015-05-23 02:46:17";"2015-05-20 02:46:17"
1087;75;"2015-05-15 13:08:16";"2015-05-24 13:08:16";"2015-05-21 13:08:16"
1088;73;"2015-05-19 18:04:39";"2015-05-31 18:04:39";"2015-05-29 18:04:39"
1089;4;"2015-05-20 15:13:22";"2015-05-28 15:13:22";"2015-05-26 15:13:22"
1090;27;"2015-05-21 20:04:14";"2015-06-03 20:04:14";"2015-05-31 20:04:14"
1091;46;"2015-05-22 07:22:16";"2015-05-28 07:22:16";"2015-05-25 07:22:16"
1092;48;"2015-05-23 06:38:57";"2015-05-30 06:38:57";"2015-05-27 06:38:57"
1093;52;"2015-05-24 00:21:45";"2015-06-06 00:21:45";"2015-06-03 00:21:45"
1094;36;"2015-05-30 14:06:19";"2015-06-06 14:06:19";"2015-06-03 14:06:19"
1095;11;"2015-06-01 14:46:23";"2015-06-12 14:46:23";"2015-06-09 14:46:23"
1096;100;"2015-06-02 23:35:05";"2015-06-10 23:35:05";"2015-06-08 23:35:05"
1097;7;"2015-06-04 02:41:01";"2015-06-14 02:41:01";"2015-06-12 02:41:01"
1098;8;"2015-06-04 08:39:53";"2015-06-17 08:39:53";"2015-06-14 08:39:53"
1099;8;"2015-06-04 22:43:08";"2015-06-12 22:43:08";"2015-06-10 22:43:08"
1100;68;"2015-06-06 00:28:26";"2015-06-17 00:28:26";"2015-06-15 00:28:26"
1101;97;"2015-06-07 14:32:05";"2015-06-20 14:32:05";"2015-06-17 14:32:05"
1102;4;"2015-06-08 01:27:30";"2015-06-20 01:27:30";"2015-06-18 01:27:30"
1103;68;"2015-06-09 09:46:10";"2015-06-22 09:46:10";"2015-06-19 09:46:10"
1104;93;"2015-06-09 11:16:12";"2015-06-21 11:16:12";"2015-06-18 11:16:12"
1105;5;"2015-06-10 10:30:13";"2015-06-22 10:30:13";"2015-06-19 10:30:13"
1106;29;"2015-06-10 23:47:23";"2015-06-23 23:47:23";"2015-06-20 23:47:23"
1107;28;"2015-06-11 13:03:21";"2015-06-18 13:03:21";"2015-06-15 13:03:21"
1108;29;"2015-06-16 04:24:08";"2015-06-24 04:24:08";"2015-06-22 04:24:08"
1109;104;"2015-06-18 09:31:21";"2015-07-01 09:31:21";"2015-06-28 09:31:21"
1110;23;"2015-06-22 05:26:12";"2015-06-30 05:26:12";"2015-06-27 05:26:12"
1111;20;"2015-06-22 07:41:09";"2015-07-04 07:41:09";"2015-07-01 07:41:09"
1112;48;"2015-06-25 02:00:12";"2015-07-08 02:00:12";"2015-07-05 02:00:12"
1113;24;"2015-06-25 12:03:00";"2015-07-05 12:03:00";"2015-07-03 12:03:00"
1114;45;"2015-06-26 09:50:57";"2015-07-07 09:50:57";"2015-07-04 09:50:57"
1115;69;"2015-06-26 22:20:09";"2015-07-04 22:20:09";"2015-07-02 22:20:09"
1116;19;"2015-06-28 07:52:03";"2015-07-03 07:52:03";"2015-07-01 07:52:03"
1117;102;"2015-07-03 13:13:10";"2015-07-13 13:13:10";"2015-07-10 13:13:10"
1118;36;"2015-07-04 01:31:31";"2015-07-13 01:31:31";"2015-07-10 01:31:31"
1119;106;"2015-07-12 02:14:21";"2015-07-18 02:14:21";"2015-07-16 02:14:21"
1120;16;"2015-07-12 11:12:48";"2015-07-23 11:12:48";"2015-07-20 11:12:48"
1121;44;"2015-07-15 19:02:06";"2015-07-27 19:02:06";"2015-07-24 19:02:06"
1122;81;"2015-07-16 23:57:40";"2015-07-25 23:57:40";"2015-07-23 23:57:40"
1123;11;"2015-07-18 07:10:35";"2015-07-30 07:10:35";"2015-07-27 07:10:35"
1124;1;"2015-07-19 02:03:41";"2015-07-27 02:03:41";"2015-07-25 02:03:41"
1125;47;"2015-07-20 19:06:54";"2015-07-29 19:06:54";"2015-07-27 19:06:54"
1126;68;"2015-07-25 18:17:59";"2015-08-04 18:17:59";"2015-08-01 18:17:59"
1127;1;"2015-07-26 18:08:51";"2015-08-05 18:08:51";"2015-08-02 18:08:51"
1128;29;"2015-07-31 16:14:42";"2015-08-10 16:14:42";"2015-08-07 16:14:42"
1129;67;"2015-07-31 20:40:51";"2015-08-10 20:40:51";"2015-08-08 20:40:51"
1130;80;"2015-08-01 21:00:17";"2015-08-09 21:00:17";"2015-08-07 21:00:17"
1131;100;"2015-08-02 04:19:55";"2015-08-13 04:19:55";"2015-08-11 04:19:55"
1132;82;"2015-08-07 16:46:26";"2015-08-13 16:46:26";"2015-08-11 16:46:26"
1133;102;"2015-08-08 07:05:18";"2015-08-15 07:05:18";"2015-08-13 07:05:18"
1134;101;"2015-08-09 12:43:47";"2015-08-15 12:43:47";"2015-08-13 12:43:47"
1135;85;"2015-08-11 04:58:05";"2015-08-23 04:58:05";"2015-08-21 04:58:05"
1136;2;"2015-08-11 21:06:29";"2015-08-20 21:06:29";"2015-08-18 21:06:29"
1137;62;"2015-08-12 23:49:16";"2015-08-17 23:49:16";"2015-08-15 23:49:16"
1138;98;"2015-08-15 01:56:28";"2015-08-24 01:56:28";"2015-08-22 01:56:28"
1139;102;"2015-08-15 06:51:20";"2015-08-21 06:51:20";"2015-08-18 06:51:20"
1140;101;"2015-08-16 01:16:39";"2015-08-22 01:16:39";"2015-08-19 01:16:39"
1141;21;"2015-08-16 14:11:15";"2015-08-26 14:11:15";"2015-08-24 14:11:15"
1142;45;"2015-08-17 03:23:13";"2015-08-30 03:23:13";"2015-08-27 03:23:13"
1143;47;"2015-08-20 10:53:17";"2015-08-31 10:53:17";"2015-08-29 10:53:17"
1144;8;"2015-08-25 00:10:38";"2015-09-02 00:10:38";"2015-08-30 00:10:38"
1145;16;"2015-08-25 10:20:17";"2015-09-01 10:20:17";"2015-08-29 10:20:17"
1146;26;"2015-09-01 03:57:30";"2015-09-13 03:57:30";"2015-09-10 03:57:30"
1147;50;"2015-09-02 09:17:03";"2015-09-11 09:17:03";"2015-09-09 09:17:03"
1148;36;"2015-09-06 23:01:51";"2015-09-18 23:01:51";"2015-09-15 23:01:51"
1149;67;"2015-09-09 14:50:23";"2015-09-15 14:50:23";"2015-09-13 14:50:23"
1150;69;"2015-09-10 00:27:17";"2015-09-19 00:27:17";"2015-09-16 00:27:17"
1151;67;"2015-09-12 21:24:35";"2015-09-20 21:24:35";"2015-09-17 21:24:35"
1152;52;"2015-09-14 11:28:13";"2015-09-24 11:28:13";"2015-09-21 11:28:13"
1153;58;"2015-09-19 07:59:20";"2015-09-28 07:59:20";"2015-09-25 07:59:20"
1154;5;"2015-09-20 01:15:32";"2015-10-03 01:15:32";"2015-09-30 01:15:32"
1155;46;"2015-09-20 02:47:44";"2015-10-01 02:47:44";"2015-09-29 02:47:44"
1156;95;"2015-09-21 23:48:15";"2015-10-02 23:48:15";"2015-09-29 23:48:15"
1157;80;"2015-09-23 11:29:38";"2015-10-05 11:29:38";"2015-10-02 11:29:38"
1158;59;"2015-09-23 15:42:31";"2015-09-28 15:42:31";"2015-09-26 15:42:31"
1159;89;"2015-09-28 01:55:12";"2015-10-09 01:55:12";"2015-10-06 01:55:12"
1160;40;"2015-10-01 11:38:44";"2015-10-09 11:38:44";"2015-10-06 11:38:44"
1161;107;"2015-10-01 20:29:08";"2015-10-11 20:29:08";"2015-10-09 20:29:08"
1162;59;"2015-10-02 20:20:55";"2015-10-12 20:20:55";"2015-10-09 20:20:55"
1163;21;"2015-10-04 08:53:46";"2015-10-12 08:53:46";"2015-10-10 08:53:46"
1164;35;"2015-10-04 14:57:52";"2015-10-15 14:57:52";"2015-10-13 14:57:52"
1165;27;"2015-10-04 21:11:14";"2015-10-15 21:11:14";"2015-10-13 21:11:14"
1166;95;"2015-10-08 12:23:51";"2015-10-16 12:23:51";"2015-10-14 12:23:51"
1167;71;"2015-10-12 19:33:29";"2015-10-18 19:33:29";"2015-10-16 19:33:29"
1168;26;"2015-10-14 04:33:08";"2015-10-26 04:33:08";"2015-10-24 04:33:08"
1169;13;"2015-10-14 12:43:58";"2015-10-22 12:43:58";"2015-10-19 12:43:58"
1170;31;"2015-10-15 00:09:49";"2015-10-25 00:09:49";"2015-10-22 00:09:49"
1171;32;"2015-10-18 08:01:59";"2015-10-27 08:01:59";"2015-10-25 08:01:59"
1172;54;"2015-10-21 04:43:07";"2015-10-31 04:43:07";"2015-10-28 04:43:07"
1173;2;"2015-10-22 13:00:16";"2015-11-03 13:00:16";"2015-10-31 13:00:16"
1174;92;"2015-10-30 16:48:07";"2015-11-07 16:48:07";"2015-11-04 16:48:07"
1175;68;"2015-10-31 13:15:33";"2015-11-08 13:15:33";"2015-11-05 13:15:33"
1176;103;"2015-11-01 06:44:21";"2015-11-10 06:44:21";"2015-11-07 06:44:21"
1177;93;"2015-11-01 13:36:26";"2015-11-11 13:36:26";"2015-11-08 13:36:26"
1178;87;"2015-11-01 16:13:22";"2015-11-08 16:13:22";"2015-11-06 16:13:22"
1179;55;"2015-11-02 19:53:10";"2015-11-13 19:53:10";"2015-11-11 19:53:10"
1180;2;"2015-11-04 12:25:08";"2015-11-16 12:25:08";"2015-11-14 12:25:08"
1181;100;"2015-11-08 17:21:04";"2015-11-17 17:21:04";"2015-11-15 17:21:04"
1182;83;"2015-11-12 05:00:57";"2015-11-24 05:00:57";"2015-11-21 05:00:57"
1183;16;"2015-11-14 23:02:47";"2015-11-22 23:02:47";"2015-11-19 23:02:47"
1184;57;"2015-11-16 16:50:27";"2015-11-25 16:50:27";"2015-11-23 16:50:27"
1185;41;"2015-11-19 20:55:04";"2015-11-27 20:55:04";"2015-11-24 20:55:04"
