"orderNo";"recipeNo";"qty";"dateStarted";"dateFinished";"discountMultiple"
1595;1307;16;"2010-03-01 00:00:00";"2010-03-05 00:00:00";0.34
1595;1655;125;"2011-04-27 00:00:00";"2011-05-02 00:00:00";0.61
1595;1805;184;"2011-09-02 00:00:00";"2011-09-07 00:00:00";0.73
1595;1903;144;"2017-12-30 00:00:00";"2018-01-02 00:00:00";0.81
1595;1959;192;"2018-04-14 00:00:00";"2018-04-17 00:00:00";0.73
1596;214;33;"2011-06-26 00:00:00";"2011-06-29 00:00:00";0.51
1596;855;108;"2012-05-09 00:00:00";"2012-05-11 00:00:00";0.24
1596;861;113;"2011-09-05 00:00:00";"2011-09-08 00:00:00";0.8
1596;879;104;"2010-05-31 00:00:00";"2010-06-03 00:00:00";0.69
1596;1493;4;"2009-03-11 00:00:00";"2009-03-14 00:00:00";1.34
1596;1779;186;"2011-12-21 00:00:00";"2011-12-24 00:00:00";1.32
1597;929;92;"2017-03-22 00:00:00";"2017-03-26 00:00:00";1.12
1597;1213;35;"2018-07-28 00:00:00";"2018-08-01 00:00:00";1.05
1597;1387;123;"2015-07-06 00:00:00";"2015-07-08 00:00:00";0.03
1597;1411;125;"2011-10-08 00:00:00";"2011-10-13 00:00:00";1.29
1597;1673;109;"2010-04-25 00:00:00";"2010-04-28 00:00:00";0.59
1598;601;192;"2018-02-21 00:00:00";"2018-02-26 00:00:00";0.69
1598;920;57;"2016-05-21 00:00:00";"2016-05-23 00:00:00";0.3
1598;1234;47;"2014-08-09 00:00:00";"2014-08-13 00:00:00";0.35
1598;1358;57;"2013-07-19 00:00:00";"2013-07-24 00:00:00";0.68
1598;1477;58;"2019-10-07 00:00:00";"2019-10-10 00:00:00";0.06
1599;177;189;"2014-09-14 00:00:00";"2014-09-16 00:00:00";1.46
1599;1078;94;"2009-04-10 00:00:00";"2009-04-12 00:00:00";1.05
1599;1173;157;"2018-09-25 00:00:00";"2018-09-30 00:00:00";0.68
1599;1447;64;"2016-08-02 00:00:00";"2016-08-04 00:00:00";0.21
1599;1775;179;"2018-06-27 00:00:00";"2018-06-29 00:00:00";1.08
1599;1851;143;"2019-09-10 00:00:00";"2019-09-12 00:00:00";1.04
1600;197;197;"2012-09-14 00:00:00";"2012-09-18 00:00:00";0.33
1600;486;52;"2015-08-28 00:00:00";"2015-09-02 00:00:00";0.67
1600;582;106;"2009-08-09 00:00:00";"2009-08-13 00:00:00";0.76
1600;805;81;"2015-12-26 00:00:00";"2015-12-31 00:00:00";0.83
1600;1010;61;"2013-10-06 00:00:00";"2013-10-11 00:00:00";0.58
1600;1026;97;"2012-04-04 00:00:00";"2012-04-07 00:00:00";0.32
1600;1130;12;"2016-03-02 00:00:00";"2016-03-07 00:00:00";1.05
1601;923;98;"2019-04-19 00:00:00";"2019-04-23 00:00:00";1.13
1601;1446;190;"2015-11-21 00:00:00";"2015-11-24 00:00:00";0.19
1601;1524;111;"2012-07-09 00:00:00";"2012-07-13 00:00:00";0.38
1601;1827;180;"2009-02-28 00:00:00";"2009-03-03 00:00:00";0.88
1602;356;30;"2019-07-28 00:00:00";"2019-08-02 00:00:00";0.54
1602;710;67;"2012-07-15 00:00:00";"2012-07-18 00:00:00";1.29
1602;804;190;"2009-02-24 00:00:00";"2009-03-01 00:00:00";0.32
1602;1596;181;"2013-09-11 00:00:00";"2013-09-16 00:00:00";0.29
1602;1666;47;"2010-07-09 00:00:00";"2010-07-11 00:00:00";0.68
1603;185;147;"2013-10-17 00:00:00";"2013-10-22 00:00:00";0.17
1603;689;120;"2016-02-12 00:00:00";"2016-02-17 00:00:00";0.9
1603;926;185;"2012-06-10 00:00:00";"2012-06-13 00:00:00";0.62
1604;29;145;"2018-08-19 00:00:00";"2018-08-21 00:00:00";1.15
1604;386;6;"2019-07-18 00:00:00";"2019-07-22 00:00:00";0.61
1604;617;20;"2009-06-10 00:00:00";"2009-06-14 00:00:00";1.33
1604;681;40;"2013-04-27 00:00:00";"2013-04-29 00:00:00";0.76
1604;1939;163;"2013-07-30 00:00:00";"2013-08-03 00:00:00";0.73
1605;328;79;"2014-04-04 00:00:00";"2014-04-09 00:00:00";0.6
1605;445;186;"2012-07-09 00:00:00";"2012-07-14 00:00:00";0.67
1605;1102;20;"2017-04-12 00:00:00";"2017-04-15 00:00:00";0.13
1605;1509;57;"2009-03-04 00:00:00";"2009-03-06 00:00:00";1.05
1605;1536;10;"2017-08-24 00:00:00";"2017-08-27 00:00:00";1.45
1605;1611;13;"2015-01-23 00:00:00";"2015-01-27 00:00:00";0.16
1605;1957;175;"2014-04-08 00:00:00";"2014-04-12 00:00:00";0.09
1606;194;27;"2016-07-18 00:00:00";"2016-07-23 00:00:00";0.94
1606;843;131;"2019-07-01 00:00:00";"2019-07-03 00:00:00";0.3
1606;958;194;"2014-01-14 00:00:00";"2014-01-19 00:00:00";1.28
1606;1890;199;"2013-10-04 00:00:00";"2013-10-06 00:00:00";1.25
1607;663;40;"2013-01-04 00:00:00";"2013-01-06 00:00:00";0.6
1607;1055;133;"2014-02-08 00:00:00";"2014-02-10 00:00:00";1.22
1608;916;65;"2009-01-12 00:00:00";"2009-01-17 00:00:00";0.82
1608;1166;97;"2018-11-10 00:00:00";"2018-11-12 00:00:00";0.33
1608;1270;45;"2009-08-22 00:00:00";"2009-08-27 00:00:00";0.49
1608;1324;200;"2015-01-24 00:00:00";"2015-01-28 00:00:00";0.88
1608;1369;195;"2019-08-14 00:00:00";"2019-08-19 00:00:00";0.44
1608;1496;113;"2013-04-01 00:00:00";"2013-04-05 00:00:00";1.28
1608;1846;53;"2009-06-07 00:00:00";"2009-06-11 00:00:00";0.15
1608;1930;63;"2015-10-11 00:00:00";"2015-10-16 00:00:00";0.18
1609;1825;119;"2018-02-19 00:00:00";"2018-02-24 00:00:00";1.42
1610;593;67;"2015-06-07 00:00:00";"2015-06-11 00:00:00";1.2
1610;764;143;"2013-01-20 00:00:00";"2013-01-22 00:00:00";0.31
1610;964;146;"2016-12-19 00:00:00";"2016-12-23 00:00:00";0.86
1610;1096;29;"2017-05-13 00:00:00";"2017-05-18 00:00:00";0.72
1610;1186;154;"2012-07-01 00:00:00";"2012-07-03 00:00:00";0.99
1610;1482;181;"2013-03-31 00:00:00";"2013-04-05 00:00:00";0.16
1610;1585;58;"2011-06-06 00:00:00";"2011-06-08 00:00:00";1.34
1611;667;174;"2016-11-06 00:00:00";"2016-11-09 00:00:00";0.07
1612;220;110;"2017-07-22 00:00:00";"2017-07-25 00:00:00";0.32
1612;533;165;"2014-09-16 00:00:00";"2014-09-20 00:00:00";1.47
1612;981;114;"2012-11-29 00:00:00";"2012-12-03 00:00:00";0.75
1612;1272;133;"2014-04-29 00:00:00";"2014-05-01 00:00:00";0.2
1612;1546;141;"2015-12-05 00:00:00";"2015-12-07 00:00:00";1.34
1612;1590;181;"2014-11-23 00:00:00";"2014-11-26 00:00:00";1.26
1612;1883;130;"2012-08-23 00:00:00";"2012-08-28 00:00:00";1.5
1613;490;59;"2015-02-12 00:00:00";"2015-02-14 00:00:00";1.28
1613;1156;187;"2017-05-14 00:00:00";"2017-05-17 00:00:00";0.61
1613;1233;184;"2010-05-03 00:00:00";"2010-05-06 00:00:00";0.38
1614;267;76;"2009-10-17 00:00:00";"2009-10-20 00:00:00";1.09
1614;376;120;"2014-10-28 00:00:00";"2014-11-01 00:00:00";0.43
1614;391;30;"2012-06-16 00:00:00";"2012-06-19 00:00:00";0.3
1614;442;122;"2009-09-03 00:00:00";"2009-09-07 00:00:00";0.59
1614;610;183;"2015-06-22 00:00:00";"2015-06-26 00:00:00";0.67
1614;1171;109;"2018-08-23 00:00:00";"2018-08-27 00:00:00";0.19
1615;246;128;"2009-03-31 00:00:00";"2009-04-04 00:00:00";0.24
1615;298;119;"2012-05-22 00:00:00";"2012-05-26 00:00:00";1.16
1615;324;97;"2011-04-17 00:00:00";"2011-04-22 00:00:00";1.44
1615;1222;79;"2014-02-17 00:00:00";"2014-02-22 00:00:00";0.81
1615;1417;198;"2018-08-16 00:00:00";"2018-08-20 00:00:00";1.4
1615;1517;87;"2016-03-05 00:00:00";"2016-03-07 00:00:00";0.61
1616;500;177;"2011-11-21 00:00:00";"2011-11-23 00:00:00";0.38
1616;881;87;"2014-04-17 00:00:00";"2014-04-19 00:00:00";1.22
1616;1296;87;"2017-03-11 00:00:00";"2017-03-13 00:00:00";0.82
1616;1786;157;"2011-03-31 00:00:00";"2011-04-05 00:00:00";0.05
1617;664;112;"2009-05-29 00:00:00";"2009-05-31 00:00:00";0.0
1617;1015;127;"2013-01-26 00:00:00";"2013-01-30 00:00:00";0.8
1617;1475;53;"2012-11-27 00:00:00";"2012-12-02 00:00:00";0.94
1617;1849;149;"2015-12-31 00:00:00";"2016-01-05 00:00:00";0.88
1617;1983;120;"2010-07-30 00:00:00";"2010-08-01 00:00:00";1.5
1618;485;87;"2014-11-07 00:00:00";"2014-11-09 00:00:00";0.76
1618;783;57;"2009-05-21 00:00:00";"2009-05-25 00:00:00";1.0
1618;1061;23;"2010-01-29 00:00:00";"2010-02-01 00:00:00";1.07
1618;1893;61;"2018-05-06 00:00:00";"2018-05-08 00:00:00";0.98
1618;1956;72;"2019-02-05 00:00:00";"2019-02-10 00:00:00";0.83
1619;129;59;"2016-01-11 00:00:00";"2016-01-15 00:00:00";0.82
1619;272;18;"2016-05-03 00:00:00";"2016-05-07 00:00:00";0.88
1619;666;126;"2019-04-27 00:00:00";"2019-04-29 00:00:00";1.07
1619;778;45;"2019-09-01 00:00:00";"2019-09-05 00:00:00";1.39
1619;1200;11;"2012-07-22 00:00:00";"2012-07-24 00:00:00";0.71
1619;1784;18;"2013-05-11 00:00:00";"2013-05-15 00:00:00";0.12
1620;585;61;"2014-08-25 00:00:00";"2014-08-27 00:00:00";0.18
1620;1287;116;"2011-09-23 00:00:00";"2011-09-27 00:00:00";0.69
1620;1472;35;"2017-06-15 00:00:00";"2017-06-19 00:00:00";0.47
1620;1694;164;"2016-02-18 00:00:00";"2016-02-20 00:00:00";0.16
1620;1991;136;"2016-10-13 00:00:00";"2016-10-16 00:00:00";0.43
1621;397;172;"2016-03-15 00:00:00";"2016-03-19 00:00:00";0.0
1621;1082;105;"2019-03-08 00:00:00";"2019-03-13 00:00:00";0.58
1621;1628;51;"2011-07-30 00:00:00";"2011-08-01 00:00:00";1.49
1621;1652;200;"2016-01-15 00:00:00";"2016-01-19 00:00:00";0.24
1621;1768;173;"2011-08-20 00:00:00";"2011-08-22 00:00:00";0.31
1622;1198;127;"2010-06-28 00:00:00";"2010-07-01 00:00:00";0.64
1623;46;57;"2013-02-14 00:00:00";"2013-02-16 00:00:00";0.75
1623;356;174;"2013-06-01 00:00:00";"2013-06-06 00:00:00";0.79
1623;380;107;"2009-05-24 00:00:00";"2009-05-27 00:00:00";0.31
1623;1319;159;"2011-03-15 00:00:00";"2011-03-20 00:00:00";0.0
1623;1394;87;"2012-12-01 00:00:00";"2012-12-04 00:00:00";0.33
1624;521;23;"2009-10-30 00:00:00";"2009-11-04 00:00:00";0.35
1624;1017;53;"2014-09-27 00:00:00";"2014-10-02 00:00:00";1.48
1625;357;83;"2015-06-01 00:00:00";"2015-06-03 00:00:00";0.32
1625;462;18;"2013-08-11 00:00:00";"2013-08-13 00:00:00";0.73
1625;1055;116;"2012-10-18 00:00:00";"2012-10-22 00:00:00";1.43
1625;1331;65;"2018-08-22 00:00:00";"2018-08-27 00:00:00";0.23
1625;1524;41;"2017-05-02 00:00:00";"2017-05-07 00:00:00";0.69
1625;1708;69;"2019-08-07 00:00:00";"2019-08-10 00:00:00";0.35
1625;1835;152;"2009-03-21 00:00:00";"2009-03-23 00:00:00";0.88
1625;1892;159;"2015-04-13 00:00:00";"2015-04-18 00:00:00";1.33
1626;268;109;"2016-10-06 00:00:00";"2016-10-10 00:00:00";0.33
1626;328;124;"2019-02-26 00:00:00";"2019-03-03 00:00:00";0.83
1626;478;192;"2017-08-31 00:00:00";"2017-09-05 00:00:00";0.97
1626;626;8;"2009-06-05 00:00:00";"2009-06-10 00:00:00";1.35
1626;680;200;"2012-12-14 00:00:00";"2012-12-19 00:00:00";0.02
1626;1113;25;"2010-07-08 00:00:00";"2010-07-12 00:00:00";1.38
1626;1448;128;"2019-04-03 00:00:00";"2019-04-06 00:00:00";0.39
1627;877;40;"2018-07-15 00:00:00";"2018-07-20 00:00:00";1.34
1627;1236;19;"2013-10-13 00:00:00";"2013-10-15 00:00:00";1.32
1627;1283;70;"2014-01-15 00:00:00";"2014-01-18 00:00:00";0.52
1627;1371;105;"2011-02-17 00:00:00";"2011-02-21 00:00:00";1.27
1627;1394;174;"2016-06-29 00:00:00";"2016-07-04 00:00:00";0.09
1627;1621;10;"2009-05-10 00:00:00";"2009-05-12 00:00:00";0.59
1627;1698;10;"2018-08-29 00:00:00";"2018-09-03 00:00:00";0.74
1627;1875;177;"2018-01-05 00:00:00";"2018-01-08 00:00:00";0.08
1628;189;34;"2014-12-22 00:00:00";"2014-12-24 00:00:00";0.46
1628;646;79;"2011-07-22 00:00:00";"2011-07-27 00:00:00";0.86
1628;940;50;"2014-11-09 00:00:00";"2014-11-14 00:00:00";0.05
1628;1243;138;"2013-08-08 00:00:00";"2013-08-10 00:00:00";1.06
1628;1497;107;"2009-02-16 00:00:00";"2009-02-20 00:00:00";1.26
1628;1660;131;"2012-03-04 00:00:00";"2012-03-08 00:00:00";1.49
1629;1153;142;"2015-05-07 00:00:00";"2015-05-11 00:00:00";0.49
1629;1787;149;"2015-10-21 00:00:00";"2015-10-23 00:00:00";1.17
1630;14;7;"2015-11-18 00:00:00";"2015-11-22 00:00:00";1.12
1630;483;148;"2013-10-10 00:00:00";"2013-10-14 00:00:00";1.03
1630;965;93;"2018-03-30 00:00:00";"2018-04-02 00:00:00";1.14
1630;1959;120;"2011-01-14 00:00:00";"2011-01-17 00:00:00";1.09
1631;75;11;"2016-04-16 00:00:00";"2016-04-18 00:00:00";1.3
1631;312;169;"2019-06-22 00:00:00";"2019-06-24 00:00:00";1.11
1631;593;74;"2011-10-24 00:00:00";"2011-10-26 00:00:00";0.81
1631;1087;46;"2014-09-22 00:00:00";"2014-09-27 00:00:00";0.86
1631;1322;110;"2012-05-26 00:00:00";"2012-05-31 00:00:00";1.3
1631;1758;181;"2018-08-19 00:00:00";"2018-08-23 00:00:00";1.13
1631;1989;127;"2015-09-29 00:00:00";"2015-10-01 00:00:00";0.17
1632;61;150;"2016-01-15 00:00:00";"2016-01-17 00:00:00";1.06
1632;183;135;"2019-04-22 00:00:00";"2019-04-25 00:00:00";1.08
1632;379;130;"2019-05-25 00:00:00";"2019-05-28 00:00:00";0.91
1632;719;41;"2009-04-27 00:00:00";"2009-04-29 00:00:00";1.16
1632;926;162;"2010-10-28 00:00:00";"2010-11-01 00:00:00";0.52
1632;1011;100;"2019-03-30 00:00:00";"2019-04-03 00:00:00";0.13
1632;1039;99;"2018-06-16 00:00:00";"2018-06-18 00:00:00";1.37
1632;1052;82;"2014-03-15 00:00:00";"2014-03-20 00:00:00";1.36
1632;1199;18;"2012-10-13 00:00:00";"2012-10-18 00:00:00";0.02
1632;1829;3;"2009-11-11 00:00:00";"2009-11-16 00:00:00";0.86
1633;101;103;"2011-09-16 00:00:00";"2011-09-18 00:00:00";1.01
1633;209;41;"2009-06-30 00:00:00";"2009-07-05 00:00:00";1.11
1633;309;135;"2015-08-10 00:00:00";"2015-08-14 00:00:00";1.32
1633;1301;96;"2015-07-25 00:00:00";"2015-07-28 00:00:00";1.0
1633;1646;49;"2017-05-03 00:00:00";"2017-05-08 00:00:00";0.9
1633;1679;192;"2012-02-29 00:00:00";"2012-03-04 00:00:00";1.32
1633;1816;14;"2009-05-23 00:00:00";"2009-05-25 00:00:00";1.01
1634;833;25;"2012-10-19 00:00:00";"2012-10-21 00:00:00";0.74
1634;1246;198;"2014-07-11 00:00:00";"2014-07-16 00:00:00";1.39
1635;413;165;"2015-02-02 00:00:00";"2015-02-06 00:00:00";1.03
1635;1892;7;"2011-07-30 00:00:00";"2011-08-03 00:00:00";1.11
1636;400;134;"2011-03-07 00:00:00";"2011-03-11 00:00:00";1.36
1636;785;196;"2013-08-18 00:00:00";"2013-08-21 00:00:00";0.59
1636;1392;52;"2011-06-21 00:00:00";"2011-06-23 00:00:00";1.18
1636;1531;156;"2014-07-06 00:00:00";"2014-07-11 00:00:00";0.47
1637;1140;150;"2010-06-25 00:00:00";"2010-06-28 00:00:00";1.34
1637;1330;59;"2015-07-08 00:00:00";"2015-07-11 00:00:00";0.52
1637;1363;175;"2015-08-28 00:00:00";"2015-09-01 00:00:00";0.11
1637;1369;73;"2015-09-18 00:00:00";"2015-09-20 00:00:00";0.15
1637;1409;125;"2011-11-24 00:00:00";"2011-11-29 00:00:00";0.47
1637;1598;98;"2012-01-16 00:00:00";"2012-01-18 00:00:00";0.81
1638;128;37;"2011-03-08 00:00:00";"2011-03-12 00:00:00";0.5
1639;538;85;"2012-04-07 00:00:00";"2012-04-11 00:00:00";0.03
1639;805;37;"2015-01-14 00:00:00";"2015-01-17 00:00:00";1.25
1639;1375;21;"2017-02-22 00:00:00";"2017-02-24 00:00:00";0.21
1639;1699;79;"2012-10-04 00:00:00";"2012-10-09 00:00:00";1.37
1640;542;64;"2011-06-16 00:00:00";"2011-06-21 00:00:00";1.49
1640;642;103;"2016-06-22 00:00:00";"2016-06-26 00:00:00";0.87
1640;953;63;"2013-06-24 00:00:00";"2013-06-28 00:00:00";1.13
1640;1065;171;"2017-08-12 00:00:00";"2017-08-14 00:00:00";1.17
1640;1707;198;"2011-05-10 00:00:00";"2011-05-12 00:00:00";0.19
1640;1833;187;"2012-08-17 00:00:00";"2012-08-20 00:00:00";1.17
1641;510;162;"2015-09-12 00:00:00";"2015-09-16 00:00:00";1.09
1641;767;146;"2017-03-16 00:00:00";"2017-03-18 00:00:00";1.24
1641;893;92;"2010-01-23 00:00:00";"2010-01-28 00:00:00";1.03
1641;1034;65;"2018-05-05 00:00:00";"2018-05-07 00:00:00";0.59
1641;1540;144;"2019-09-18 00:00:00";"2019-09-23 00:00:00";0.36
1641;1661;189;"2012-10-03 00:00:00";"2012-10-07 00:00:00";0.25
1641;1843;27;"2012-06-30 00:00:00";"2012-07-04 00:00:00";0.65
1642;375;189;"2017-06-20 00:00:00";"2017-06-23 00:00:00";0.7
1642;1417;125;"2017-08-16 00:00:00";"2017-08-19 00:00:00";1.49
1643;29;103;"2012-04-24 00:00:00";"2012-04-27 00:00:00";0.13
1643;149;113;"2017-05-10 00:00:00";"2017-05-15 00:00:00";0.28
1643;1133;57;"2009-07-30 00:00:00";"2009-08-02 00:00:00";1.0
1643;1717;184;"2012-07-23 00:00:00";"2012-07-25 00:00:00";1.22
1644;56;77;"2011-10-15 00:00:00";"2011-10-17 00:00:00";0.85
1644;103;98;"2011-06-20 00:00:00";"2011-06-23 00:00:00";0.82
1644;488;57;"2013-12-12 00:00:00";"2013-12-16 00:00:00";0.85
1644;961;63;"2013-04-02 00:00:00";"2013-04-04 00:00:00";0.25
1644;993;76;"2013-09-21 00:00:00";"2013-09-25 00:00:00";0.61
1644;1656;113;"2012-03-09 00:00:00";"2012-03-13 00:00:00";0.82
1644;1676;132;"2009-08-17 00:00:00";"2009-08-20 00:00:00";0.56
1645;92;78;"2013-11-19 00:00:00";"2013-11-23 00:00:00";0.38
1645;648;120;"2018-12-08 00:00:00";"2018-12-12 00:00:00";1.08
1645;1693;101;"2015-08-24 00:00:00";"2015-08-27 00:00:00";0.2
1645;1741;110;"2010-03-17 00:00:00";"2010-03-21 00:00:00";0.55
1645;1843;194;"2011-08-05 00:00:00";"2011-08-09 00:00:00";1.19
1646;67;34;"2019-09-16 00:00:00";"2019-09-19 00:00:00";0.32
1646;569;77;"2011-07-17 00:00:00";"2011-07-19 00:00:00";1.26
1646;630;189;"2016-11-09 00:00:00";"2016-11-14 00:00:00";0.81
1646;769;162;"2013-08-19 00:00:00";"2013-08-22 00:00:00";1.18
1646;836;7;"2018-09-13 00:00:00";"2018-09-17 00:00:00";0.6
1646;858;150;"2012-04-19 00:00:00";"2012-04-24 00:00:00";0.32
1646;1413;185;"2017-12-15 00:00:00";"2017-12-18 00:00:00";1.3
1647;108;141;"2016-03-13 00:00:00";"2016-03-16 00:00:00";0.99
1647;357;1;"2019-07-21 00:00:00";"2019-07-24 00:00:00";0.64
1647;942;182;"2016-05-05 00:00:00";"2016-05-07 00:00:00";0.84
1647;1120;46;"2014-06-24 00:00:00";"2014-06-27 00:00:00";0.23
1647;1676;12;"2013-06-10 00:00:00";"2013-06-14 00:00:00";0.55
1648;515;121;"2012-06-02 00:00:00";"2012-06-05 00:00:00";0.99
1648;592;35;"2019-11-21 00:00:00";"2019-11-23 00:00:00";0.21
1648;1004;135;"2012-11-28 00:00:00";"2012-11-30 00:00:00";0.53
1648;1464;167;"2011-01-11 00:00:00";"2011-01-14 00:00:00";0.98
1648;1726;31;"2010-07-18 00:00:00";"2010-07-20 00:00:00";0.87
1648;1933;66;"2015-10-08 00:00:00";"2015-10-11 00:00:00";1.3
1649;310;188;"2009-10-24 00:00:00";"2009-10-27 00:00:00";0.26
1649;439;34;"2018-09-18 00:00:00";"2018-09-23 00:00:00";1.14
1649;1592;122;"2017-04-07 00:00:00";"2017-04-11 00:00:00";0.49
1650;144;71;"2011-01-01 00:00:00";"2011-01-03 00:00:00";0.2
1650;576;101;"2009-06-06 00:00:00";"2009-06-10 00:00:00";0.08
1650;632;67;"2009-03-24 00:00:00";"2009-03-26 00:00:00";0.58
1650;1108;110;"2017-08-13 00:00:00";"2017-08-18 00:00:00";1.14
1650;1176;200;"2018-03-30 00:00:00";"2018-04-01 00:00:00";0.48
1650;1194;157;"2010-09-26 00:00:00";"2010-10-01 00:00:00";0.5
1650;1487;140;"2015-10-24 00:00:00";"2015-10-26 00:00:00";0.42
1650;1557;5;"2009-10-31 00:00:00";"2009-11-03 00:00:00";0.89
1650;1651;74;"2012-01-14 00:00:00";"2012-01-16 00:00:00";0.15
1651;1130;145;"2018-10-24 00:00:00";"2018-10-27 00:00:00";0.23
1651;1146;103;"2015-06-10 00:00:00";"2015-06-13 00:00:00";0.21
1651;1377;65;"2015-09-20 00:00:00";"2015-09-23 00:00:00";1.34
1651;1417;7;"2014-03-14 00:00:00";"2014-03-19 00:00:00";1.2
1652;71;28;"2015-11-22 00:00:00";"2015-11-25 00:00:00";0.04
1652;577;77;"2010-04-27 00:00:00";"2010-04-30 00:00:00";0.41
1652;1254;157;"2009-03-23 00:00:00";"2009-03-26 00:00:00";1.31
1652;1519;126;"2014-03-19 00:00:00";"2014-03-24 00:00:00";0.39
1652;1668;140;"2012-01-06 00:00:00";"2012-01-11 00:00:00";1.0
1653;90;170;"2011-05-12 00:00:00";"2011-05-14 00:00:00";0.42
1653;209;28;"2019-02-23 00:00:00";"2019-02-28 00:00:00";0.14
1653;254;149;"2009-12-13 00:00:00";"2009-12-18 00:00:00";1.01
1653;261;86;"2014-02-27 00:00:00";"2014-03-01 00:00:00";0.68
1653;488;12;"2012-05-12 00:00:00";"2012-05-17 00:00:00";1.48
1653;989;72;"2015-06-28 00:00:00";"2015-07-03 00:00:00";0.07
1653;1049;3;"2009-01-05 00:00:00";"2009-01-07 00:00:00";1.25
1653;1299;83;"2018-06-26 00:00:00";"2018-06-28 00:00:00";0.39
1653;1412;153;"2013-10-07 00:00:00";"2013-10-10 00:00:00";0.25
1653;1438;141;"2014-05-01 00:00:00";"2014-05-03 00:00:00";0.05
1653;1690;70;"2018-02-11 00:00:00";"2018-02-14 00:00:00";0.18
1653;1953;23;"2010-09-25 00:00:00";"2010-09-30 00:00:00";1.13
1654;137;20;"2013-04-29 00:00:00";"2013-05-03 00:00:00";1.48
1654;322;190;"2016-09-28 00:00:00";"2016-10-01 00:00:00";1.29
1654;639;16;"2012-11-21 00:00:00";"2012-11-26 00:00:00";1.46
1654;1288;52;"2011-01-30 00:00:00";"2011-02-04 00:00:00";1.43
1654;1426;148;"2019-03-24 00:00:00";"2019-03-27 00:00:00";0.74
1654;1477;193;"2018-11-25 00:00:00";"2018-11-30 00:00:00";0.64
1654;1486;168;"2014-06-17 00:00:00";"2014-06-22 00:00:00";1.19
1654;1759;77;"2014-05-15 00:00:00";"2014-05-19 00:00:00";0.91
1655;357;20;"2012-07-11 00:00:00";"2012-07-14 00:00:00";0.75
1655;741;71;"2013-08-23 00:00:00";"2013-08-27 00:00:00";1.36
1655;1967;24;"2009-07-17 00:00:00";"2009-07-22 00:00:00";0.93
1656;365;31;"2013-02-16 00:00:00";"2013-02-18 00:00:00";0.31
1656;401;162;"2015-08-18 00:00:00";"2015-08-21 00:00:00";0.05
1656;739;168;"2017-12-13 00:00:00";"2017-12-17 00:00:00";0.9
1656;1399;114;"2019-07-31 00:00:00";"2019-08-04 00:00:00";0.6
1656;1502;32;"2018-04-27 00:00:00";"2018-04-29 00:00:00";1.32
1657;100;74;"2011-11-25 00:00:00";"2011-11-29 00:00:00";0.74
1657;578;24;"2019-06-05 00:00:00";"2019-06-07 00:00:00";1.08
1657;1609;156;"2014-07-19 00:00:00";"2014-07-24 00:00:00";0.29
1657;1793;1;"2015-11-22 00:00:00";"2015-11-27 00:00:00";1.21
1658;1380;122;"2013-01-14 00:00:00";"2013-01-18 00:00:00";0.59
1658;1396;168;"2017-06-07 00:00:00";"2017-06-11 00:00:00";1.08
1658;1842;96;"2019-03-15 00:00:00";"2019-03-19 00:00:00";0.28
1659;39;185;"2014-02-11 00:00:00";"2014-02-14 00:00:00";0.58
1659;396;186;"2016-06-08 00:00:00";"2016-06-13 00:00:00";0.22
1659;541;57;"2019-02-06 00:00:00";"2019-02-08 00:00:00";0.6
1659;656;113;"2015-11-25 00:00:00";"2015-11-27 00:00:00";0.22
1659;796;158;"2010-10-30 00:00:00";"2010-11-03 00:00:00";0.98
1660;349;99;"2012-12-29 00:00:00";"2013-01-03 00:00:00";0.38
1660;887;38;"2014-10-10 00:00:00";"2014-10-12 00:00:00";1.28
1660;949;178;"2009-04-22 00:00:00";"2009-04-27 00:00:00";0.57
1660;1758;23;"2019-01-21 00:00:00";"2019-01-25 00:00:00";1.28
1661;107;136;"2016-12-19 00:00:00";"2016-12-21 00:00:00";1.01
1661;285;72;"2011-10-24 00:00:00";"2011-10-27 00:00:00";1.27
1661;1041;172;"2011-04-02 00:00:00";"2011-04-04 00:00:00";1.41
1661;1215;134;"2009-12-16 00:00:00";"2009-12-21 00:00:00";1.03
1661;1437;56;"2016-12-22 00:00:00";"2016-12-27 00:00:00";0.34
1662;14;44;"2016-03-18 00:00:00";"2016-03-22 00:00:00";0.78
1662;128;130;"2012-01-13 00:00:00";"2012-01-18 00:00:00";0.73
1662;239;51;"2017-03-03 00:00:00";"2017-03-07 00:00:00";0.78
1662;245;50;"2016-07-17 00:00:00";"2016-07-20 00:00:00";0.16
1662;311;102;"2013-05-28 00:00:00";"2013-06-02 00:00:00";0.76
1662;1498;7;"2012-05-24 00:00:00";"2012-05-29 00:00:00";0.71
1662;1597;42;"2014-11-13 00:00:00";"2014-11-15 00:00:00";1.22
1663;791;194;"2011-12-26 00:00:00";"2011-12-28 00:00:00";0.29
1663;1217;176;"2013-12-24 00:00:00";"2013-12-28 00:00:00";0.84
1664;1272;149;"2016-12-29 00:00:00";"2017-01-02 00:00:00";0.07
1664;1612;65;"2009-06-01 00:00:00";"2009-06-05 00:00:00";1.38
1665;14;171;"2014-03-10 00:00:00";"2014-03-13 00:00:00";0.68
1665;88;120;"2009-08-18 00:00:00";"2009-08-20 00:00:00";0.62
1665;1560;151;"2018-08-09 00:00:00";"2018-08-12 00:00:00";0.27
1665;1646;144;"2017-11-02 00:00:00";"2017-11-06 00:00:00";0.59
