"recipeNO";"recipeName";"categoryNo";"instructions";"qtyPerRecipe";"estPrepTime";"estCookTime";"qtyOnHand";"stdSellingPrice"
1525;"ecedoh";10;"RH%(7V2yUE(ckKTWd[ivg#)SRBHWq#8qG3HMm33SZGE[ST$)TOL!FZ]oQrbFvmU)2BfXs9sMcjYPu655aJv)JNmb&Ab5*IXo3(I$7GA&d34Vf3WSBMkG[66XVZ2hg!)kXHYCRikYvO$b8Jey^2WuEd";50;5;7;231;400.6
1526;"juwgumseg";15;"^bsQsTjnbSsCrlv]wj66c0Zs]H1Zljw#T9NwnbcTo6H5)2BqPsaCyRPJfSK8KMezbK01W^#*1TCh32oKB(HK5x(OKC025Wb]9!U[4R)ZyzHq]sP&$KHTei9KOKy0v3rz*x7xX75*pfOaw4jQ4(hfLN";34;17;32;34;142.13
1527;"dusbasup";64;"zaK*H^6j)zXFf0rsU2Qvj6J%Oz(NI)h&VNc[FyeF3c4hhNe!xdj!zQWwu0UNXnhMKh^fXOJ*(@H8qgPZQE8(rX[(^)^OelbFn$ZDIxs9dlPFrae9aomv(E%TlzR3htCl7sy2)OL1Fgg9w!xL&IBm]3";2;33;104;844;116.26
1528;"uwa";9;"[uEtLB3U)6PwWrY]V*zhp[K1Szm#O5PhC37syYXYzI9vny)A45QKu*Pavv5zySjDc#Kh%SQrH4A0pP8wZyIt#^*1aOuhg*4&4Y*qUxx0^X$Igp$1JkQR^(V[BLknWb$hU[vD3CagDkda&ldc^UbjmI";47;7;45;923;330.25
1529;"manoz";87;"[aeJu4MV^68aN5)@JfuclWrcV^(clGQf#v%5ksaKKVT&EQsYfRe2srl0c0Ti3MARNbTpH4PJDv#)OPTh(u3NUa%H*^aRgj6]@@tUipnx@[LS1Qjo@UiMI*kNi$yn6ig][*0r)XMeGj^wDe[(OKQd&I";13;47;43;832;344.2
1530;"ewulip";105;"yF9Qqea[Lj9PT4@R24A8^WpAi0q*T!]P1$57*U9hMtQU9hDueme&0*7]j#$uwkKHpGD^yNeraf&0TZVpF&RO[fOhNyrSsQ0V0dxd9B(&pByN$xk*PIKJqwJ0*Bp47nguD[ZKy6B*ZG9ECRSY$rRNY$";31;36;79;755;174.19
1531;"ap";76;"UEiawd4d4*mB4#@xpiJ($5R3$vPbk%PG4fruu2OQlmbLNKnr94oPzWn)CV5UtD7u0y*]6^cFv&r2XsM&H9WV@WgmsnSY0zH(N4sA2J)N5cSjVbGP(itrPA^D^t8IV5JrSLwJhZCPufIrG))eb4gV4r";46;60;120;557;176.41
1532;"ojmuzmoc";101;")TBAlR9RcxJgZrOF@TFf8*mg06F[H*5SnZ*kDAjbblfMWH]H2QJmM2p94bV(8MR^rIqgBAaRPmdz5Ki5)H#N$)re*oEP#ZbfMBJn%S4HDf%AdGW$TsQ3Vid#XI]ysA5E#[Vsf7pT7mh*F!Ap0CpXWl";46;58;57;323;145.92
1533;"emgo";13;"nIA)GHCBX&Id9EEr$z0WkiJf4RwH3I&GNC$H(R83N7&A89fE*lZq7v0g$B05]Q^nL#]HZNmUp)Pen8*ORMBWs!uy%tNRO[gUNgjw63vcPQV2X)OGxjAV$mAjkiChkmyzq8mjPR@d4&Boe9mgLkbgz9";8;32;40;771;351.77
1534;"het";81;")NpMvQDcz7lLGnmAPwa!%7BNJcaYotXJ37b4C8[E4UO^1GdFRyaeC%sOVpqhn[cu1*oW!T1A$N5^vE5ziQu&YVRiR@sT6%@0uOk$0(ejQi$0q0sOlkV]ld2VY]32SjupX(Kb6(1w(v)u*2LvVGX8aE";36;33;36;38;361.52
1535;"ki";41;"NF#HIzQZV#IHuqKjO)JOZl$nI%aohiSsWWGAU%M#HHlPdw03682GWi[E@^qEz)^&8Q)umky7sGlI#e#z5oo[lM!Iz3s@HreuAoMVLi!qD@8$OMUDo#6i5d$w1VKFT!EGoE03r8mD#eUUmM!mfg03%a";33;37;117;957;335.6
1536;"fo";16;"]7CD3pn$WMWcVPMkFtV^L*sOjYx&rOLbte%eUzianiqouNd5z%8R!kwQmc13k]fDUaXVppq&k&r]@^KIL](BLcOI9n%pfD1cQ%4]H16&FYmCtWUdp4Mq9at4uBx&IiALN*!WC9sw]l@QPOs@gqpd(r";16;54;22;819;381.6
1537;"kiva";63;"eV@yFYQp0(sL7J@dSj]k981G4F^K3NjEvy%iW2Oca2g&!Wk@3o![G$13K!pcz*eEOi!iifIvkzXB(6Nv4QR&9B7jrikyIdkamwTGWJk^K5VIn#1pYeiH!jzz@cHff$HRhX8LL*jGN)w[63wD]cL!fT";47;53;11;942;131.46
1538;"netzacop";31;"2r*b@rK[n8&72Vu0GO]wqWeUI6gCG4WT!KFX0IKkF$kzv^P]cJ2vny18Op5LW[lBNCzDG@OPb$C0WB&)7LjN^pHaCie]w]royc2fLvYfhP)ykm1QsvbB5NV2LB1iJRS2uYWN8mwx670Y#u)krdAE)^";6;25;22;353;32.45
1539;"anko";99;"6!Jc2I$IZ*8mOp0t37pCLOTKR^r64q075SmU@x)bem@8Zu&v6lJ48LoCyVb$39B4JEE5uIRs0ekMvLheaKP^nR#Nf2(TBT852K%c^2gi5PFYdJEmWVzs)1pJA)lD[R[YN(s9PI8LddehzTNC^ads*@";37;12;32;460;98.93
1540;"mosga";18;"Eo&m[7GqV^6@Ygzmsi[k018*e^gwx8aXJIn6*gHttGSffIvqJm#I@Uj49938Vtf]XaxdUVlJKIs8(HcQafeQJvQinoOeC570(T1]txT8KhaxPi!AAjmnwC^Lv@DOCg&Ztttw6drc&]wG44NJUmmGuA";2;21;114;539;470.68
1541;"nav";12;"Mdu5@22RUeckAL2KaZ&Z12E(6]1V)(]wVG9klThI]MQvMWir60l9yaDK1b$5jSpwENqdCCTUp%dexjz5R9rB&PQSAc0SpK^&Z6g$o04OQW$F##Da@rwh&eFR8d0ITxRg@)haDX6&fXo^!7KD)Uwp&k";50;22;53;289;346.98
1542;"zaduwuku";13;"rpU[!!bT4KRA2xlD5dPKvGLXopT5@PrgO$A9xpegbz7s]au@DSIN!iUrLMb]Zdg!YHz#G9tgIAt3zdT)bT@Dy*)7THgvrZWawSr0gZ6IbVPmryF[peOi%h8WzyfXKrnGR6Wd)tB]bsY[SHr64Gf$L@";10;45;82;632;36.98
1543;"co";93;"#GtxFpcR&%6CdvKnNMTyrd#1zvfXuaYbb[](MP@9SwjVTYju)8C&dtXv$sghc&Au)yggw@[O9HZ(Sbw01msUOq5riztwH)CXHIYaCiO1@50f)R8M]@e5&DHi[X1!VOTk91N%B8Id#LkJDjA^OqxTqV";29;48;34;290;439.83
1544;"gem";94;"6I@4@Bq9a#XmfdBj]WUC*mvS2V]Nby1e(cWK[PRnv[Kwbp)Ldx1$Bmz2P1S&88C[lBFsX00s!AWvYm1M8Du22DBPUw7lCd]@PW72c8thkU$)fik*d%OW$cGIO)#1E5ZzWjXSr*f*K#BpuZcH$88u2$";24;32;115;874;2.34
1545;"fiwle";76;"emWQfuwG03kmfGU^DddV5O1Q4Z^jHnyLHwD6LWvFTT$^Fp1!C2yl(N8TgfEMReN@5(#0ddDWTdgPP]g7$!Q!1%HNlC(qa$6ZDMx)p9Z$UUlPKFlt(Czar@jz#EN(5UukrLaDTs%IuJQv]K24(0M7g6";48;59;72;208;42.84
1546;"nefi";8;"wYxMfOxWu)fiX8)H54AwbMY(&xgi$f!fla4!^7Jjj19]U0Q@h7dS!GDd0[X]k5Pehhf)H1aTLG4PJ*zDv]e8qjCz4eduQYGqH0Tu&PINh)c#AX$sk!m1gg5xI0CzNWhUt[4lAoecsUz%@#38V%QG!B";41;15;54;654;348.1
1547;"welak";60;"LBruYa$V82bTyLeb)^m2&zI^24GSMxD29$Lnzk@[eP)AW%O4wHmm&42*LOL@kUujopX2id2eZgFeJ6T382VueSnpCBlFgprnGgU%]axTI1Y]XgVvzLCtAR5i9S5&A)8u1Rh!wxa9Jf3J&LlOCGk*ce";41;33;69;398;315.44
1548;"ifi";30;"iybSKkBKk(5@BvAtVmLE3Xi%W0JRZT!tf!#Pf^(!b!j*g*G*sBaJC%q@9qw#n0hShCIFYi@YIi@*pDiv(8qS93$kia$NQ7j9bbckgKQMdP#1F%h&FkWnC(]ZlVOeX(#x&ULgO!JrLvWdWUvst[DuYQ";8;4;112;370;181.76
1549;"kerket";87;"eq(@0B^W&dSIM[J2Z!$rgBFn!MA4Cc7n2)nBQFsm7w(m8t&))yHR8XTAd$bzT[6FB[I]hqg&a&Zm*viVxrmET5wx#vklKECQ^$(3S2dfhWw(@VGJas7[ixcz@ATPc!pn7E#k8AI*Zm@k*v@Ct6Nc(Y";14;0;64;885;74.46
1550;"bav";98;"kUzGgDzOh&[U1toUc%SYC0!vjYV9*6Kadxva]sg@MhqqkHv#nn@BoOD^3Jw]XUn]e7Q7lTnxf3mQOnszQ!mh0gj$X0fIZ5THT*hvn#ZyIFt(*7didN05g!Hpx3yvt^HVZa(t*@(%2SlvI*SVbYgUSn";21;1;43;98;90.26
1551;"siwpoh";38;"v*ToM)UmOT^E#1JZ4Sdgsb@P(]%Xe4JZVVW)m^G1mYLRpCm5UPBKj]rA&G%^Oq294MrWq!F33t3mp0WpwZK*hj@z2e778KvL5NIa1WnB98qkdXZuv7la^kifXn@v@Ev&5*Jag51wqyQ#ml!n]eiU1n";7;58;51;883;423.43
1552;"wijkimhil";8;"kUhl(FlrB2aR*ycaI!pCl)hs$Y#QMyzR)49b[7MVZg@MBGTlA0n*EXChK^mC)v]FAimYX8O)LN^$Tl@coJHJ)0Krn^sJ#&x*nsKaow1$*R&anMaLye)&Z]vMuvNOkhte3fQhZUBrNS!J@zObZSj^xN";28;28;101;954;216.5
1553;"kej";35;"6PFIqzPl]U^ZF!87nGXFT%A[uRYOqnvwGLreHaH*Pq1%Ggo&1hZiIsHd[51&19J5yuytN#CPkpqSkMT83gl%R6mqtlxN)d%WzJNjfaW^)xKIdP^^Troerh(SSMEsFcZx0IgCq1GQ2[stGHjtYyYcQ]";3;6;29;715;111.45
1554;"pefezdoh";9;"%*a@9&ZU$4cxPhCh6[[$3BVoUGt%fb)[haFYrycrg9lM5s[PoY$EU$r3N8]Z%70j7$vvjfHkZHcrBxAFBdCtH#8zJX1zoY^mcAh&x1qeo6UDCjCQoJrgz*HDHbOa5iJPrBXo(sSstyRJmTNN#cPjWw";46;60;100;480;151.42
1555;"vez";26;"tyq(6PP*#5UGLE^jt2*DRYLx*5vnR(t0%1j7$kyO1xiI*kXuBE^0n6AVln&CQ]PVKM6LoSVtdJ!JbyH6n4V8Wb(SxXz*ls$YvEwyKv^L4nxCmZE&f%]ApqpEr%uR3c^E0uPV^$DIOfj(aOBUTY2g##";3;58;11;186;439.11
1556;"ra";50;"w)K0#8w5SExvGWV@Hx[87i[#@#LZbueVEA(GIxPUQiun4!DiffS1uSl89N(%ICsXP3dkXMaFqETau2IP*K2)x!B^Fd9Hw!$niTH[jT442ie*kx%NruFD25Hd]xbu(dYV86Y8g[ARf9%FV@mU(lRJe^";42;24;17;850;245.23
1557;"wacezof";67;"AKQ@dgwxR&9G[OIN9DTq4s[PD*]i9%(Ayi7$KtBqaUx(4ApZ#d)dW6[(F#M3PODMcE$LfL!BOsk(TT*9!HJ]h(8f0mbGUqnbxJ[pEQC9biy%ZKOMD)3YKv3zAnpAYXMp]UuSe1be)TMRBT@[xIOr5[";46;56;92;456;192.47
1558;"suvok";96;"2ens2z1ffL^JwVKk(]FurcyOLMWJ@)w4a5^asLF6h1ApF[J2AeC76v@r8(3pb(FCqV#UKiq8Eh88wg9KvlhUk1jCKBiTF4ClC&0uu%I8ecK^l[0oWJZp16Z44Tox&Ii)c@!B(Ef6bRO9XA0hPlEB@D";40;11;36;503;142.16
1559;"lem";10;"hAQT@bzVmP7gn2JUk5uHOWsTTawbXKdpaaAa*Qz^RU[vO(*H&Fpt3Q8V$aR2[[YH$PT1w(WC3LW3sB[2&0el8X@x0WFY80q1i5MFGkptzdVq1Pbr&b*@anMyztQ50Jl6E5EAx5hB#Eu#WlJOouv%yt";5;21;73;46;175.77
1560;"ur";90;"Eez%b%tNNv0n4DM@SlUjzK]hm&%TxFNlu5jmzA6)vEle9vZ&cKBwsLB&)HJ2^9u]@Wo^KXtWcWvYf3aE^J(LPSqWs1B)j(6HZQbQJBw8xLwTctWRS[5BpYD7)VrtjcA3MaR[XZzNqYwfoYs2Qfm$Zn";39;45;35;484;335.82
1561;"tofo";66;"T]2#M(E#OUhPrW$t6w$DFFujt(#$$VN9x5TEWc6NLAUOsPTAL^n6f4NAxN]WW(URUnQuJAfAisNJEGGxYYHPT8&Tsd@PK6J[wk3Nn2^*40rF7@[uFFMW44mSf8d*H@1!g@2pyJj!E2Y!vo4g3Q6Z0Q";32;42;10;12;268.1
1562;"ef";95;"lNc$Yr%&sNX4AtlatL[I%X9Dc&jma8m7Xa)O3W!HK6zjTbDGP4XAV8AaBMn(GSHmbz4G@m*OtCPwjNknPpfMr1s^IbXck[pZ]KFiTPsturBpXpal62vwc2f(J6mGaZaau4y^6[gX@n7dAJ#lFqWTO4";47;7;60;62;322.75
1563;"uk";47;"#l$sqbqgssmTt7s$(TY@gMpn6BkZE1sjWfE!#Lf%&Ci8UGRNq!nT2g(ImZsDH[COkPNh13Q8(WQgecKCd(Z5nsn5I*p3*]%*HEP6[!u8K1H8v#@Q[TKdwR1aXAcy(!t0FBt(2%yPh4UgMBD5&YM[k2";1;44;0;487;270.28
1564;"muvoghi";49;"nlZImCI6f[cHMH5DpvF&HR@k]OFEjUJ)(qPucCbm!Q]%eX%@jZqhtd)MgIj*[KJ%$Y2Ey(Me)]R%&R6E20o%oIWtjlPCePre0)Z8(e@nyp7cRyp9C7fNW00sUo%KAN%oNgbvu3FqYi(U!OXf^9aznW";39;20;91;578;182.12
1565;"wewa";101;"suIxFJMCJZsXtfgIWB3t4[)MW6[b[x4EIxDqrMucAgRpAWCv@x^]5K(ys9RQw]Dh*5JZK8ZBbTMst7rroOHWQoo2)gh7CCMHSI[]i]$M8M&J]bwdcYDHEDK0c[x][AJjLK1TpitbB7Gkp]tlh$5^n0";44;23;56;333;91.7
1566;"zet";47;"^c5li(^gfObMG!gNLO*ezY2&%hn(@X[2TIi%s%HWGo%ZxUnnLDovAcw2BEGNKn9n)tAEy3b]*H3oZbTkm3E7DkeyE[bzOaQ4XHz5nZEinWAxcxTFW($GwK6qi3J[Rnpf(eUWqAW0YTXLo5x0*D5ULA";20;45;47;379;353.45
1567;"no";101;"RnlOEiAM3V72zIMFRylivBsC19jjAvBl7(nJI5sf*)AcAnwN5Ko54ED44iZ06]$50VHrnbNGUTf%g@4G^Ck4w3zXvYLDD3kZpH1&o!3!dVud58bm%#Y0&n8C%uzpuGPRVMLgJb]pX6P7BsOICwMpx8";39;0;67;292;11.38
1568;"anasut";55;"!sP8meXjh3wefG@gI9broc!8*&]b3%&63oGOWXw]AJZjQ$IOXlR8$b@t750[dU5qkFzuX)kF2t])u)i#*XfxIw&3RvT4sZk&zRWV[)jALg2RZ$PNED9#R$[@]&ydVr4l#e*7TIIV*8XzxJfvl&@4IP";3;40;61;176;383.94
1569;"hedu";33;"Ir[ZG0WErruZ3RAjWk@9NdvBrdQv1!Ef(sU60oc6&H13Okh$7goRg9z622(u&o)slr2#Du3W$LvwJYS6ZiLvC2!(LKRJ]!bZ](PNZlUO[7pLgT#uOyS&hNQ#eoB@9JIAdXXgPU6NKrdDFsT1Mdxkz1";43;6;5;254;67.97
1570;"sogbilge";35;"ywyj^ACDQEOqH21)mj260Pf^8K^4VzZL41jAFdjf&SVxNI#C$ymzxgB(]q@RS$J[w12W*K$si2B#@vC091Ff^hYx!*d(vXcTzAFO]k5kIdGtYRwzT6*A[ip56RIqzdX4fcyaKW2V!Qu0s%f0U%To3#";37;33;46;151;421.85
1571;"igof";15;"*U8HqKGtO(9hNm]LCd5n[K6Vv&#BUh4Z4^H^ycX8CNvfOJS97XAMEZ6ZG#G%mdJBMdz@Jj&14wf#rVCx$wL^BCT$*hsGRX%1q&)wj*PhWgz^(cxgBb(d1i4^cn]K40zjr2yBj[sw2Dby!]gV0*Hxer";25;12;68;459;493.53
1572;"rubo";19;"gk*rDQRtQ]ku2z0SP*yUi!1(iKrv)T01(J*$5WNWx]zKwI9HrBxGpiLo87u!GyidoQ4j3rQ6Kj0oQtOth9x[f$Xa@[ven&UvnDYy45kn1J&qhQOzF5E[bewJu#Cp3BMEpkXDU7&BCcJ14G!Xo%RAdQ";15;19;87;715;80.19
1573;"verib";34;"u7U18l!(xQjAcFX3a^pWxG5&PCUuyyw8xSs7kYh*jRnU@us59DGj]S3(8nJ!nEdqE]ReGJdkSpG4590hxEkn^K4#Qa@!$5oQzd9[avLIN@K9n(mi#P98s5%)]UdcK0gtrd01uRQu[aKrHWJLFlP9GJ";3;23;29;826;382.9
1574;"javze";96;"!]#mB^7gP0s6XKoPpGjQie1Z8)H]%x3p$^kEZ]O^*qj#ns@bi0YeF22%#1o17SX76o0]4jqRmZ&epDCgWjq*vFCIdOCGU3A)yj(!QJ0dzbqq@rFzn[Svf5bYiHIGWX!9GYTHzScnsVh7VvF0xvf$9(";25;50;99;646;220.43
1575;"itiid";13;"o3hF5CyWbcPk%&10N5^jzN)Kt!GDzmRRc6W2Zrs%JmnY8tz9cMtB6pFjpiE4SEkBTHTs06C1Em1w*KRM&E4mLvPbHWo]47WLU!3]gWY2]JAtsR&1oI[@nb)ps7rh16LL2ZmwssUo#b#0]zxlt2]C1x";32;36;105;836;106.2
1576;"suwsu";11;"Eeqwz&STG!llm2Un44NhTzmilu7pDL!qXw2$EJ@Uhoe2)Q8$CTJmJ0rNsICF7L[YXB6C!65*pR0PYj18$aOebb$O0^Inyn)aBqagR3i$j5Va^FdRh5*y&u^kpW6!iZGMCtGoYC%$[lsK9n0XsARX2[";46;1;77;378;256.95
1577;"owuf";23;"bTBli6!PXtA2KbzqN]U$uxzI5$ZtSJ^vV3$9b^TEyiM]6)3SRCDim@3W@S28EdV&73AC!@Z(2&AHil0#IGAI5iI#WcnE5PpKZf]p%b#!x3RjFIkBc(PRG2ZIor!kC@A6oCB$R4X]TyY2n@MQGPnY9(";45;52;59;402;484.1
1578;"ozfowa";16;"HHLdxW&TVbB2qv%OZF]ePDW&919aa5T4T)OdbUed!%[^mjlFH!QMKIR[DzqSl@COdbDFtoRSV[knHyHoB*ElS&Jwki7Gdqprr3roGvlR^RznM(rqLvhNy9&Z^Y2dE7CSJgXGn]XQqM@zeFiHzG@@hd";43;5;92;32;83.35
1579;"nig";24;"cB7)SVilG(WSZ]sxjL^jw@1GEskgdANTn6UEWAlF&1J3V!Fm[SiwPwBwzP6!a6p^t1rCw&S1QjK563D17!]I!v]KWrIgQ4rc]wNR(7!3a!SZw]SdplQE&ScdeeDYSVCMeziLrmp4jPJQ6rCPoWCT#9";42;11;10;902;462.45
1580;"sacgiwi";71;"[(Y$*4tjeCv(NiPPI4Ini5eAI[ijU!1yc4!*1E9!MJZsFNlGu&Flhn#tEhdFi33DBF1%Pkfq5Xi@&#094NERhz4aHLtyd&@RbI8wXCfW26#oWhTB$ckm9([xZ]Ey6bQq)irzgSFUI0#8i@G%fQTNBk";17;38;76;986;66.94
1581;"kapet";13;"&u5Sct4(bTDsuKtEMuG@KAVQetOfjti3K(V!nsOc&I3iaPkPK&kVdvc7PU[BDR4wlh($YupF!)vEKdctBaeqglBb$hriU]nmBNNW3njsYb7X&QlL(*rxotrtr)vrrfOPI#7i8Nsb87!daj]4&mRjiG";31;60;98;503;485.92
1582;"uzoj";93;"2JH26]PzNdD9HO&D$WJ69BvCQR29w68M5J4JHYyCmm%(SPyN8YUx495W4GLqfLf3oLPRPGXwIrq4[RpJwjdros[1ATXEdMx%H[gjihTck9#uG3fmyj1OtM7g!r7L6]c0R9mKm)bRqQ#RtX5qE9sGnJ";5;29;111;808;320.85
1583;"fodhuvpa";80;"pEn*kC]Hy%O1v@kDC]5iL[sNK[QJZBp5MR^oRNK5]UMDGe1sVgLtzXlPnvO4jRLsDyKbLy3ukTx(q2trM94SmVd*R1co!Y5y!#Zmg7PPiuyl&*LnxXUY(7hlbStf48PrFp4@*Sp(dlCpM]MMJ!ylHY";44;37;63;493;481.58
1584;"zu";59;"8#0Sxwf%4$rDA$EBSl(x0#&uPob40hFf[Mbu]Z(k6320AMJ3V^nQ2PFnu5T*oF[udB#^uMuK1cmcUGkZsKhD5wfaL14GkV(ocfUc[*xFeK!eL#vYVc#(f6fTbqs3Ea9(eTJh[X@F%xrLKHtmS0F4BR";11;54;55;666;333.88
1585;"bom";26;"hnjIN&Qjm$x[Oh8PzgV0k([daf5nzomXm4nuX18nIxAMmGNigSqQSYSbyiBh0DYp5ctJcm]PO7(p@SFd0zmAL(9x9stVUN(tZGWF%uVhyP7EvwHV5z%9iLCdS#C]it*9JCmwB[qnUYuex8i2BpBYO*";27;18;110;474;303.41
1586;"fijdu";13;"T0Fs@OyfgOWZ[Y5YpwqrGWTr$xvDIVpK!BLvtd%9nwmS7D*@Q05*@SSP!gx^ix]1WTA$PA2YHRbObBwzQEt73EWo1hBRjeWBCI(G2TcQvpM!%QP(g69[q[O$D*d5O6fJ&&&vb)tSsKAOZX*BZfRl6I";38;12;115;995;279.65
1587;"todhikca";93;"h3#RxvPrAcoFvmr2)Q*5JtZkmDO]@UJLQHydPhtVF#SZ@SA^OF8Cn1%Se2tAlUR]$80DXbaH#TP5#r!luB6wkUj%oEb$x18&2z2iGBleS2k#uE8))2cli!MJSY%YW7$iW3s$BMg*p6!TCDn4xHzVn]";24;59;36;888;435.67
1588;"marwoc";10;"#)JvnxECw!LUatNx$UjhF&@k0sR4O7)bCiIZgEU86Q1lo&9EJs#CcEbjgNKaMTgkIZlkqnNPtDBuZp^1T%B7e!I4NT@POHCb(&iUys8fE!L)HZPhn2F2(]b*0eesmTQc8qapVCaz7tco^4yHolqgr9";23;9;32;496;209.23
1589;"do";95;"oGn0QuoZ3Xf[H%rHSIE^)QWYxgX$CsI*G*)YkF^TC47645PO8nHMprdV&^XDDd(Zco!bVmktCdmvVx13462p(PuGZsuOh*69TviqIg5Wv2HEGIMVTFZNDOoMq[%%K0vFioyc7Ws]SltqMxAoKdv*q$";45;5;60;59;396.57
1590;"lodifwuz";102;"vmvE2@i^Eev&)5D4$VuLaJiB#etA(ywC20zwaB&$PwY#RM)8L2pmh8u$xEGwu^i[F4t!DmGiJKlFz1YNwXknsT@f5H8f%6j(2SfP2)v^XL$oCBXqi6L*Gf^DI(r0tcezvH![iw1GQ$StWaSlowwxP)";50;33;120;253;156.76
1591;"asofacesu";50;"kcb@R3@U8pQ6wub8LKH@*W2T]F#rKLh2nm&!(O9Ghy3Hg(BAFgI6b&m9qb[yQbW8YMt52JaPdtBrHjNI3Gtj@ggZ2sxLM)0lK3hg3KQY(vj)0#k%KYC6gTJdz4ZaQLNSHmmKnRze6t$y(b9tdEiGR0";10;47;6;341;244.4
1592;"hi";46;"^AIbWsT6fcxeThMTvxC5cxgY#BYX@mvUY#@(XIJ5]89S#pKg2FbsKsaQDbX4g[nQ#LawWK)4IZ(Fi!tY^sOZ^9lXB#7B(P2EX0ALcHA3%c$rrY7cQ(5EB@g49T2GqzxaxUp!Bvds8tlomNWRYXAv8d";2;51;85;82;463.66
1593;"fe";31;"B(0!FU50cQvR3PkNv50X#bPeSu%WL5[iPTaug46S[G2m*VV)R#y^IaZRBdmmI7&4VbZJQoiN]Ybq%bFwLrb6%4YTT0[K#bPTey5s01LqRk)!jdkczG@A[pzi5aG2Yr26e##*CbM7!dlldecYuw49Zl";46;20;76;501;473.8
1594;"mo";102;"OI)td[yNgELj6ny(mPkHNNP96#R!n5A[N%^^7hEYidoBiXunusU%)G]n[WGD7HBlW1NxH4Ww^EL0E#]B29I@51ALHg6RU71N)*A*hcIb]T0z[Z8H&X8gjjMTRpq#Y2q(%^BOVxFXd!iE8CktPnnuNX";21;47;25;147;231.16
1595;"owje";42;"ue&3g$xBnHiPcg6JfH%4doQ%@KoJv$8opNE^b[]$fd4^U%@5#01*VkOTI(2QiAFy)6@Cxqgwr*xJByWIUmM*YiP)z*XF&in%bgwIze8I*YiyD&2DK794y(uJzPVL9NXBD5TIF]UGy((A]Kt^eTy7tO";35;49;73;504;432.1
1596;"ruot";23;"iyrtJO@piqouQ%2I5CBLmieE60k)aO5!7$)1YKy#*FKljzQSo^U6mN@s25fO$vOz*0FGIdrnNV^DSD1uxojpUt9QtK&V@r^7#mmOe7w*FEE[6&z4H3sdYmqcY$jM%QGxKkJMbtn(Oardxj[kKZtA^M";16;25;106;951;405.82
1597;"upa";102;"@LwY^8MdhiUL&b6mJ5leIQdB%hOVM)c4zuaARErAGU]woKoxE9DQgjXhNmu3!)g#u7yvmiM&lw%i443ItG&Opq#(4p7@L@JvEo2zEDH7xqphmTdz(s4%QeHyE!qDQ1&qeyKx(SC%3DyY8$6sF)fHL7";11;25;117;849;217.66
1598;"atuzi";14;"A%bZPhLVn[MJx@z&)K6RXA^ginDi5Bnl5NstWc[v8ZS&Cu)W[XaXFT@p0R5EKFZfRw@cRnrjuDRMlYwWvS[Bk!Gqw2E3I4cHCvF)G@gpx%9w$^#j[r)hMA98GAteyEz%!^gz1#%sSWU@hU]XcIkAX2";37;37;46;209;70.55
1599;"jo";104;"tgv98cUaB%r^eHKnZhU$C$FZv3muO%CCo(#P&U*qFa##N!yted3USaXyMK)MUXXCptb%i]uVYYNqEDnmnRzyh$U#Q$$sbGQoBw!y^e!p[y9vWNkt4SNC$(rcVAx]*K%vv4BZ$M(5M)l[$v@BuiOx]!";28;27;27;177;278.57
1600;"upwefog";40;"PQZRc%9Xi*$X[IyoLQ^DH38LaoR0[U4wu^^lfPA$7M[ldI)0hDFkbTzmrIeC05w6GgmV(0#G4&bFLLCPROIGOM6QKPV$QbEK)K]GbB)d5vz0wr*P1Lw36f)GSqOtKh#l!Rl961lavWh!8guGNxNnrl";28;44;119;176;469.69
1601;"tab";35;"o]pf*H2g[K#LKG%x^5eRhT6^Ttx1BvnIl7X[8D*ZPY09jucUN6^HOzQa@JZpV0XWUh3BaZAJ2$GvYH6*c3*@w3tg7J!hntk2A9bQn^OJQ#8c9^*M(VJ]0swK70T(P#@J8Q)@vR727W5so!K%M4YcFr";38;18;95;276;390.35
1602;"jodeg";53;"QmktHb#g&5Z*3enREuJRizezoOR96pTQOPBddKSJ)Qagcky&y[oWMSnSe[IG2$x![GXP5[Yh$zI3]bG%kZ6y^O]J357iwGRX0ShsHokc#bddOZqtPQQG$atc$4L!LC$!O]IxEpIraoLWwZ(Ja]]*Z)";16;14;90;451;136.65
1603;"ujo";64;"KGJ0UF[r#7!)F[F(H9nNoM]9$Ni^1metP5)L^^Vunu3sYq]i%rjAhIz6*NMKje^1]4JJ[Z&goRaQ)iig#n6Vuo6NQ91P@P0v8pdmGcf98b$Hc)]^2*qVYI5z*^QxxxnPoVt]^OeNBN[Cb3]YsyC2B^";6;42;38;967;6.52
1604;"kahod";77;"$ZHm(oOfLo(Vx5lH&r[zdk%UYM%8ZkVS3mfYJEMsEgdPBJ23rY]haV^FGqoFMjGMbBdmf)AQs8&mKT1Y3B]#8hZOqRo(18Q0gqH&fC07t7Tr@ldkzb]*YwI3#jIL(eP*M0O5G%Jg^bIjG58nKtkc$H";5;2;22;840;252.43
1605;"hepge";52;")IAP2^GgSTRxs12IVrQQLNN^6iSsGm0FEaCP1HMCWdRPhojy(nyh]7dMpFwn91u9ZeJ1iAdz^@ei6t!LJs]lU#xGmfjcVpMvTb#AV#Rsowyscw35HFc75MhbOUCdCatS]8mWvnrhFhMm*FZcGI(3ca";34;11;15;285;50.65
